id,genre,track_name,artist_name,valence,energy,mood_vec,distances
4GXFJxi0EwRScnrFg4FcIL,tango,El Milagro,Astor Piazzolla,0.391,0.408,"[0.391, 0.408]",0.1629846618550347
38RAiDHgY436zkGXTmQvkp,tango,Cuesta Abajo,Hugo Díaz,0.417,0.471,"[0.417, 0.471]",0.11723907198540942
0B9veKH2yIJnM2a78lWYwg,tango,La vigüela,Gotan Project,0.591,0.705,"[0.591, 0.705]",0.22461745257214538
1cXHb0tCB8V1hPQzmCVO6w,techno,Sandstorm,Ibiza Dance Party,0.682,0.979,"[0.682, 0.979]",0.51311012463213
6Bews3D7FtWuoNK6PEZdoE,techno,Wisdom To The Wise,Dave Clarke,0.491,0.687,"[0.491, 0.687]",0.2033838735003344
0RwiVl8S1BFgRgu4YK5w9m,techno,October,deadmau5,0.0779,0.691,"[0.0779, 0.691]",0.49832219497028224
1CJbLAkUiPXrttszpQhnO6,techno,Mr. Vain Recall - Radio Edit,Culture Beat,0.38,0.947,"[0.38, 0.947]",0.483828482005762
7tU5JvCfG0t3PHG7mchPjv,techno,Silence (feat. Sarah McLachlan) - DJ Tiësto's in Search of Sunrise Remix,Sarah McLachlan,0.0954,0.867,"[0.0954, 0.867]",0.5789082483433796
4NGikVnR4wpcB79gZE7tgg,techno,Champagne Showers,LMFAO,0.412,0.839,"[0.412, 0.839]",0.37127079066363405
1KiWN1bwgN14bzjTKSO3T2,techno,Stampede - Original Mix,Dimitri Vegas & Like Mike,0.158,0.52,"[0.158, 0.52]",0.37636285682835385
1hQu8KMe7X5UeGACO8aeoV,techno,October,Ben Klock,0.749,0.533,"[0.749, 0.533]",0.22063771209836272
4aQTIa7cJw2Yy0tyOnUqT2,techno,Your Love - Single Mix,Various Artists,0.584,0.867,"[0.584, 0.867]",0.38241600384921126
10xIRi7B3JJ19VNkmNo1mY,techno,Move Your Hands Up - Radio Mix,Clubraiders,0.856,0.995,"[0.856, 0.995]",0.6011472365402672
3onem9WqSCoo0qNfVFGVbz,techno,Outta My Life - Touch Mix,deadmau5,0.717,0.483,"[0.717, 0.483]",0.18406792224610993
70RjYMSmFY0VpWqBprxDRD,techno,Ampersand,Various Artists,0.408,0.874,"[0.408, 0.874]",0.40573513527916216
1JP779IkUMANQVaPGzc6Ld,techno,Lights,Ellie Goulding,0.278,0.791,"[0.278, 0.791]",0.39602272662058174
6Sy9BUbgFse0n0LPA5lwy5,techno,Sandstorm,Darude,0.587,0.965,"[0.587, 0.965]",0.4800468727114051
7mMaJKkvMKUB4KPtWjMQ8D,techno,White Noise,Disclosure,0.831,0.884,"[0.831, 0.884]",0.49560064568158096
7C5cXm0CVsiVQppGPCKr9v,techno,Weekends!!! (feat. Sirah) - Zedd Remix,Skrillex,0.397,0.724,"[0.397, 0.724]",0.27238208457973145
3Tu7V272UmxDkUZ7KGLate,techno,1981 - Original Mix,deadmau5,0.498,0.441,"[0.498, 0.441]",0.05860034129593445
4IJUO9cdEvsHVDk52UZVHr,techno,We Swarm,The Glitch Mob,0.395,0.783,"[0.395, 0.783]",0.32568236059080635
0XGqdmiteW69CBZePXaGod,techno,Castle In The Sky - Da Brozz Remix Edit,DJ Satomi,0.698,0.821,"[0.698, 0.821]",0.37163691958684614
3jnZjSqydlIYAZhY8eHLEr,techno,Animal Rights,deadmau5,0.387,0.406,"[0.387, 0.406]",0.16745148551147582
16nSuaoBbkw41J5SfA5var,techno,Boom - Video Edit,ItaloBrothers,0.335,0.768,"[0.335, 0.768]",0.34293439605848813
7g8cjrj0sXScNE727685JE,techno,"Kernkraft 400 - DJ Gius Mix, Radio Edit",Zombie Nation,0.297,0.528,"[0.297, 0.528]",0.23936582880603494
2VGHjIWLtE9jCNfMpT3gXC,techno,Rock That Body - Skrillex Remix,Black Eyed Peas,0.279,0.843,"[0.279, 0.843]",0.4365100227944371
2KBTZM5Btpa5ysnimjwANK,techno,What I Might Do - Club Mix,HOSH,0.314,0.481,"[0.314, 0.481]",0.21911184358678562
2VtX9viww814jnWFERUhAS,techno,Follow You Down,Zedd,0.576,0.694,"[0.576, 0.694]",0.21044001520623395
352zfYbDFG8sxkmOAhVeuj,techno,Under Control (feat. Hurts),Calvin Harris,0.51,0.919,"[0.51, 0.919]",0.4316132528085764
3L9RIFcNF9IDGPRE96EO7N,techno,The Rhythm of the Night,Various Artists,0.799,0.805,"[0.799, 0.805]",0.4138175926661408
6Mte3fuxLakjlwD8b5OTLK,techno,Schwindelig - Original,Kollektiv Turmstrasse,0.33,0.517,"[0.33, 0.517]",0.2050609665440988
252S4mCX2la1fsZFHQhEit,techno,Beautiful People (Zamli Summer Remix),Benny Benassi,0.368,0.622,"[0.368, 0.622]",0.2125582273166579
2r3tdBZgMGdDZxaE7JreA0,techno,The Moon - Radio Mix,Italo EP,0.803,0.803,"[0.803, 0.803]",0.41487950057817996
6vuPZX9fWESg5js2JFTQRJ,techno,Crescendolls,Daft Punk,0.937,0.75,"[0.937, 0.75]",0.48151843163060754
3APqczLEwWKUGfp4S2leaq,techno,Wide Open - Len Faki DJ-Edit,Marc Romboy,0.0949,0.616,"[0.0949, 0.616]",0.4564160492357823
4CocfT9evobxeFUQVZV9da,techno,Alejandro - Skrillex Remix,Lady Gaga,0.685,0.888,"[0.685, 0.888]",0.4279065318501227
4m926dKKAjSbfAshULbWyu,techno,Stuck On Replay - Radio Edit,Scooter,0.354,0.885,"[0.354, 0.885]",0.43548823175833357
14epucTZd8dLIYipdByNZS,techno,Antidote - Extended,Swedish House Mafia,0.63,0.821,"[0.63, 0.821]",0.3468400207588507
2SG0RPcyWgUPqLCKWLtYc1,techno,Sandstorm - Original Mix,Darude,0.807,0.986,"[0.807, 0.986]",0.5684012667121705
20z8eajtRNnsRueGEzQyLi,techno,Some Chords,deadmau5,0.42,0.427,"[0.42, 0.427]",0.12841339493993612
0aTbNrLDDUAQt7q9uEZDjm,techno,Love Is Gone - Fred Riester & Joachim Garraud Radio Edit Remix,David Guetta,0.708,0.813,"[0.708, 0.813]",0.36912057650583496
39HUjeV62I8kZPgwhh1KLd,techno,Ravers In The UK - Video Edit,Manian,0.0857,0.972,"[0.0857, 0.972]",0.6590396725539366
1rYBsFZkvzz9YGDCgWclwk,techno,Klay,Matador,0.424,0.579,"[0.424, 0.579]",0.14199295757184582
2N2Mp4HjnYcmrZ2YqrKedy,techno,Alone,Armin van Buuren,0.37,0.861,"[0.37, 0.861]",0.40706019210922606
1bttWPpJQmn9zdi951BcAZ,techno,Be My Lover,Various Artists,0.827,0.913,"[0.827, 0.913]",0.5167794500558242
3Lac9B2iX0f1kJyk7pNY56,techno,Sandstorm (Dubstep Rmx),Various Artists,0.359,0.975,"[0.359, 0.975]",0.517150848399188
4kO7mrAPfqIrsKwUOK5BFx,techno,Midnight City,M83,0.272,0.729,"[0.272, 0.729]",0.35524920830312906
5aycuAaRs0d5vWgBtEbxoM,techno,Adagio For Strings,Tiësto,0.204,0.939,"[0.204, 0.939]",0.5582490483646166
25EgA1A1OZBRw25Mjyw08g,techno,Get Up! (feat. Skrillex),Korn,0.248,0.894,"[0.248, 0.894]",0.49604536082902745
4xTIknzHtjrqRQ1hlL2T8W,techno,Save The World - Extended Mix,Swedish House Mafia,0.241,0.734,"[0.241, 0.734]",0.38181147180251146
5guGV0caCj45SydBRPyUg6,techno,Orca - Original Mix,deadmau5,0.237,0.757,"[0.237, 0.757]",0.39997124896672265
2HN8Y2Mkp9xikxGR9VJXoa,techno,Scatta (feat. Foreign Beggars & Bare Noize),Skrillex,0.37,0.928,"[0.37, 0.928]",0.4692216960030728
0PCRR19Pf4iiuvSrPxtQ0x,trance,Sunshine,David Guetta,0.219,0.8,"[0.219, 0.8]",0.4426511041441104
2YBnNbMOUUSkqncnQgkqST,trance,Years - ラジオ・エディット,Alesso,0.323,0.823,"[0.323, 0.823]",0.39537956446938427
5stgIBkA3UohEBsBxJbYYn,trance,Falling,Tiësto,0.396,0.504,"[0.396, 0.504]",0.13793114224133723
2LLOyJxpLdhbCs08pdST0s,trance,Black Hole - Jorn van Deynhoven Remix,Armin van Buuren ASOT Radio Top 20,0.156,0.945,"[0.156, 0.945]",0.5924339625646051
4IcVpMl3kdRm6MKMVgaXxs,trance,Fight The Fire - Stoneface & Terminal Remix,Various Artists,0.136,0.91,"[0.136, 0.91]",0.579390196672329
3lSbx1aRP0PZd326MirDuD,trance,Full Focus,Armin van Buuren,0.0441,0.8,"[0.0441, 0.8]",0.5799717320697622
5Kww4lZdtZmgSQjAZMgpeZ,trance,Maximal Crazy (Original Mix),Tiësto,0.174,0.786,"[0.174, 0.786]",0.4665672513153919
5SS341wumuGhAh7CawwvkG,trance,Hot As Hades - John O'Callaghan Deep Dream Remix,Various Artists,0.239,0.756,"[0.239, 0.756]",0.3978190543450628
5BzaJMrbJIxjFSq7C6ErMS,trance,Pearl River - Original 1997 Club Mix,Various Artists,0.691,0.937,"[0.691, 0.937]",0.47598844523790707
3uuiUnAixKCRrQPIOvPp9T,trance,Unforgivable - Radio Edit,Various Artists,0.475,0.724,"[0.475, 0.724]",0.24302263269086688
6H1jhec9gXBaQeF81jsDAB,trance,Not The Same - Extended Mix,Markus Schulz,0.256,0.8,"[0.256, 0.8]",0.4172205651690722
4K3HzFIeQfDea5VLufyx4n,trance,Just Be,Various Artists,0.165,0.889,"[0.165, 0.889]",0.5442655601817922
42RgOqkocdnHXOiw6xT8Pm,trance,Das Glockenspiel,Schiller,0.0966,0.891,"[0.0966, 0.891]",0.5940151176527413
2OQgqL8XOfbCByrZkyzBU5,trance,Nyctalopia - Original Mix,Andy Blueman,0.0656,0.941,"[0.0656, 0.941]",0.6509007297583864
6VfjBgJ4SpfeilxSdMMECN,trance,For You - The Blizzard Remix,Various Artists,0.517,0.92,"[0.517, 0.92]",0.43229619475540154
52eKWZN4mZ4CkbWwCuDezE,trance,Apollo Road - Club Mix,Dash Berlin,0.42,0.631,"[0.42, 0.631]",0.182258058806737
3OiJdvf2lfiUNbUIAH5Va9,trance,ResuRection (Radio Edit),PPK,0.558,0.901,"[0.558, 0.901]",0.41375596672434833
7jX4E7JPe9CqLexMobIWNY,trance,U,Gareth Emery,0.127,0.791,"[0.127, 0.791]",0.5066014212376432
0KeUidAZVdvTbM553K7809,trance,Komodo,Various Artists,0.319,0.83,"[0.319, 0.83]",0.40343524883182924
5tmXe6SOpaA2KnNoBgI42R,trance,Oceanic,Various Artists,0.25,0.976,"[0.25, 0.976]",0.5641214408263525
0rgQp5Pi4C2G8vQrhaTS7b,trance,The Age Of Love - Jam & Spoon Watch Out For Stella Mix,Age Of Love,0.0956,0.469,"[0.0956, 0.469]",0.43781247127052014
5ScnlX18hRpXLKDsjk0jt1,trance,This Is What It Feels Like - W&W Remix,Armin van Buuren,0.298,0.816,"[0.298, 0.816]",0.4034959727184399
4ha08Bx9FiLGpUJNmWjnsp,trance,Go It Alone - Club Mix,Dash Berlin,0.502,0.704,"[0.502, 0.704]",0.21821319850091558
54DnLPZSODPESRsHtJFAxZ,trance,You're Not Alone - 2nd Clubb Mix,ATB,0.655,0.866,"[0.655, 0.866]",0.39720020140981804
5NKpPSSKTQ9q5wp6vGkpWM,trance,Magik Journey,Tiësto,0.0494,0.811,"[0.0494, 0.811]",0.5815479000048062
1fwmpaKObFM51Nw1g5uJyt,trance,Mystery Land,Various Artists,0.0385,0.955,"[0.0385, 0.955]",0.6801611941297445
2Thnx20lkncyieRU8fVxjg,trance,Walhalla,Tiësto,0.291,0.929,"[0.291, 0.929]",0.5030357840154118
4UcS6TaXuTrWbDoBDtScMV,trance,God Is a DJ,Faithless,0.247,0.876,"[0.247, 0.876]",0.4820165972246184
4kkPEDXAbEetuRZyxlQsML,trance,Fine Without You - Extended mix,Various Artists,0.714,0.823,"[0.714, 0.823]",0.3807702719488484
6s9odqem0bExczL60lqR1o,trance,Toca Me - Inpetto 2008 Mix,Fragma,0.583,0.616,"[0.583, 0.616]",0.13741906709041504
48jnIiX46UcJO2HcOBRIzZ,trance,Sparkles,Tiësto,0.348,0.905,"[0.348, 0.905]",0.4561951336873291
5I7F3qBsFbfUZneQP02EyS,trance,Touchstone - Aly & Fila Remix,Solarstone,0.166,0.974,"[0.166, 0.974]",0.6090032840633949
6Jof0GaMMYMnAB8w1J9ucE,trance,Believe in Me,ATB,0.475,0.971,"[0.475, 0.971]",0.4864699374062081
2dZj2B21U2X3MF3gqrjVDX,trance,Try To Be Love,Sunlounger,0.353,0.758,"[0.353, 0.758]",0.3244996147917591
3HaVjlKejQmzj6hqivJ6Kv,trance,Belter,Armin van Buuren,0.063,0.978,"[0.063, 0.978]",0.6789698078707183
3RJxomVp2QHF2kQJdGHERs,trance,Communication,Tiësto,0.199,0.935,"[0.199, 0.935]",0.5580008960566283
7xYKAlU77jAAnAixQ5IgSn,trance,Day By Day - Solarstone Dub,Various Artists,0.113,0.804,"[0.113, 0.804]",0.5256006088276535
4DXLKP4zYgMgzluN50sKwD,trance,So Long Radio - Extended Mix,Various Artists,0.181,0.892,"[0.181, 0.892]",0.5358357957434349
1Q2suaT061xaVA5aHq6vKi,trance,Lighthouse - Sean Tyas Remix,Bobina,0.531,0.863,"[0.531, 0.863]",0.37500533329540797
3rV6kk6Ity00YMWg794PNG,trance,Love Too Hard [Bonus Track],Armin van Buuren,0.223,0.586,"[0.223, 0.586]",0.32512151574449827
495mvFZgL4F2aGZEII9vyW,trance,Protect You - Vocal Extended,Tim Hornsby,0.202,0.779,"[0.202, 0.779]",0.44072894164100457
7KMbkoPbmAzTpm6TRJxoQK,trance,The Evil ID,Armin van Buuren,0.119,0.927,"[0.119, 0.927]",0.6034210801753616
7exUoxdFveXFCGkW0fAIlC,trance,Right Back (Radio Edit),Yuri Kane,0.229,0.71,"[0.229, 0.71]",0.37643060449437427
7euE20NSa8JSKAWJY5trtB,trance,Markus Schulz Remix,Tomonari,0.734,0.9,"[0.734, 0.9]",0.4584157501657202
6jnbY3d9mhxU5nvSE10oap,trance,Take A Moment,Armin van Buuren,0.251,0.807,"[0.251, 0.807]",0.4257757625793183
7Cpw2S8ovuRcSMhTQNgcHo,trance,Air For Life,Above & Beyond,0.58,0.754,"[0.58, 0.754]",0.2701203435507959
6ZRLtShOAEENAiteT42OZl,trance,Rotunda - Official Radio Edit,Various Artists,0.147,0.849,"[0.147, 0.849]",0.5285044938314148
3EcwHBiaDZbaS46ApxyqTB,trance,U R Always - Chicane Rework Mix,Chicane,0.774,0.875,"[0.774, 0.875]",0.45590569200219466
5Qblvaa6pDBOozAGNFvXZ6,trance,Perfect - Agnelli & Nelson Remix,Armin van Buuren,0.288,0.862,"[0.288, 0.862]",0.4471028964343667
7uh49PXy0RcWrUtQWKWctj,trance,Apollo Road,Various Artists,0.432,0.64,"[0.432, 0.64]",0.18249657531033292
0QCmi9pTANnuLWUJARTboQ,trance,Theme From Norefjell (Magikal Remake),Tiësto,0.386,0.728,"[0.386, 0.728]",0.28144093518889535
4SBpaaeTee6aDcrYqw7WQE,trance,The Hymn - Original Mix,Skyscraper,0.713,0.984,"[0.713, 0.984]",0.5276514000739503
311KIcwoT7BpKlh04B5vFq,trance,Revelation - Airwave Remix,Armin van Buuren,0.497,0.779,"[0.497, 0.779]",0.29321834867552204
2o5sJzO5h97hmjjiOMIt6n,trance,The Loves We Lost,Tiësto,0.201,0.701,"[0.201, 0.701]",0.39445278551431223
60JaIRVnghAjudPDE3g5Ef,trance,When You Were Around - Ferry Corsten Fix,Dash Berlin,0.277,0.928,"[0.277, 0.928]",0.5090540246378571
6MxcHzAVKWAXG1IMhkjaAp,trance,Ancient World - Roger Shah Long Haul Flight,Roger Shah,0.246,0.867,"[0.246, 0.867]",0.47540509042289397
52XKvH83AmddD5aHrF4bsb,trance,Epic,Various Artists,0.154,0.945,"[0.154, 0.945]",0.5937086827729572
2FstVkrFZUiyyic7epk3jy,trance,Sirens Of The Sea,Oceanlab,0.73,0.805,"[0.73, 0.805]",0.37322647280170257
6APMhJwtqQMf7jDzqkNYgf,trance,In And Out Of Love (Extended),Armin van Buuren,0.516,0.62,"[0.516, 0.62]",0.1330901949806972
0b7y2MK3VmIrZX2Ag80fgK,trance,Not Over Yet - Max Graham vs Protoculture Radio Edit,Various Artists,0.0923,0.813,"[0.0923, 0.813]",0.5475778392155767
4TZlriJzN1sxX8S78ieDkC,trance,Love Is Darkness - Original Mix,Various Artists,0.27,0.74,"[0.27, 0.74]",0.36424305072300284
2rMKPH3hr2DGwhcRNcxQ4t,trance,Move On (feat. JanSoon),ATB,0.252,0.682,"[0.252, 0.682]",0.3414630287454266
3txaOXNOiXxVnGqv2Ziv5L,trance,Zara - Original Mix Edit,Dash Berlin,0.0612,0.841,"[0.0612, 0.841]",0.5892403923697017
5RajHpEDFnsLHmTkBpye9M,trance,Steal You Away,Dash Berlin,0.21,0.746,"[0.21, 0.746]",0.4133920657196991
5WtjTfyqgeDlIwmuWZPArU,trance,Red Skies - Album Mix,Chicane,0.142,0.599,"[0.142, 0.599]",0.40645048898974157
21mtSLaMvm8N5FvnzO8TT5,trance,Escape 2 - Signum Remix,Kay Cee,0.764,0.828,"[0.764, 0.828]",0.4110486589200845
5eHLxiUSE6oKBuffxZ8J4T,trance,Vicious Delicious,Infected Mushroom,0.329,0.842,"[0.329, 0.842]",0.40857312686959724
4AT05mcqWpi5ocehqP56zB,trance,Gamemaster - Original,Lost Tribe,0.552,0.99,"[0.552, 0.99]",0.502359433075562
18Ws5zPJIPpwW2pxczixa4,trance,Sleepwalkers - Original Mix,Armin van Buuren ASOT Radio Top 20,0.0386,0.811,"[0.0386, 0.811]",0.5905593619611834
0JhKJg5ejeQ8jq89UQtnw8,trance,Levels - Radio Edit,Avicii,0.415,0.881,"[0.415, 0.881]",0.41033279176785276
4fUECKhohNXh8B2ULO5aiC,trance,Lonely Girl - Gareth Emery Remix,Oceanlab,0.805,0.799,"[0.805, 0.799]",0.4131646161035575
7EUQCJB5ajbOpXHcwSXiUr,trance,Thing Called Love,Above & Beyond,0.276,0.867,"[0.276, 0.867]",0.4579192068476709
18mQdJYb8yAhAUyxg6utcp,trance,Helpless - Monster Mix,Myon & Shane 54,0.234,0.891,"[0.234, 0.891]",0.5018067357060884
4jJcyqepjoM6z1rlVgRZEf,trance,Twisted Love (Distant Earth Vocal Version) (feat. Christina Soto),ATB,0.272,0.742,"[0.272, 0.742]",0.3641936298179857
40iwrZY9oYZja1hzVLTrNH,trance,Children - Dream Version,Various Artists,0.237,0.697,"[0.237, 0.697]",0.36234927901128766
7GABHl7PTvF2C3twYBuVo2,trance,Drifting Away (feat. Skye) - Lange's Sunset Mix,Lange,0.0948,0.953,"[0.0948, 0.953]",0.6389399345791434
7BdkamWiaJeSiQPmc56o2m,trance,Till The Sky Falls Down,Various Artists,0.667,0.512,"[0.667, 0.512]",0.1361322886019331
0wOsmdDj8fjuzXolcsoV9C,trance,Don’t Wake Me Up - Original Mix,DJ Shah,0.434,0.775,"[0.434, 0.775]",0.30359512512555276
1aGiatcArGmSgAh06kma1O,trance,Fine Without You,Various Artists,0.694,0.835,"[0.694, 0.835]",0.3825310444918163
3iIeqWhNqsGNinCSxAUI20,trance,Meet Me In Montauk,Various Artists,0.094,0.422,"[0.094, 0.422]",0.44393355358657005
7ecaXfA0nJPCnSSbpcpMp0,trance,Rocker Monster - Original Mix,Heatbeat,0.511,0.918,"[0.511, 0.918]",0.43056242288430147
6eYGBhN8BxM0u1Tlac7csp,trance,Letting You Go (Greece 2000) - Dabruck & Klein Vocal Radio Edit,Various Artists,0.617,0.841,"[0.617, 0.841]",0.3628567210346254
14gO9465C2cd4pGbQqGYZ5,trance,Stretched,Infected Mushroom,0.558,0.954,"[0.558, 0.954]",0.46667011903484884
5rjKpeErhMzG7y38zIvVSd,trance,Invasion (ASOT 550 Anthem),W&W,0.191,0.902,"[0.191, 0.902]",0.5369916200463468
4ewfIDzGGF4Ie6boiWUf8T,trance,Voyage (12” Version),Yahel and Eyal Barkan,0.4,0.855,"[0.4, 0.855]",0.3903562475483133
3kVEiFMRMNRYPsBTLuoXvE,trance,Barra,Cosmic Gate,0.622,0.853,"[0.622, 0.853]",0.375694024440102
3LmuajDG5KKE96890nD27Q,trance,Beyond The Senses,Astrix,0.166,0.808,"[0.166, 0.808]",0.4869178575488889
2ffj3AdpkTiZqv63hmoCUB,trance,Dreamtime,Vimana,0.774,0.861,"[0.774, 0.861]",0.44408332551448043
24XCJveti1Oo4iZulKDI9V,trance,Brute,Ferry Corsten,0.381,0.918,"[0.381, 0.918]",0.45607455530866886
1qYSIeRpf8r1DaGKsXqTpn,trance,In 10 Years From Now,Armin van Buuren,0.0398,0.124,"[0.0398, 0.124]",0.6129781725314531
5dWDSNckjRDT8TOSu1IWzK,trip-hop,Skyscraper,Archive,0.525,0.486,"[0.525, 0.486]",0.00824621125123533
0DiSGwSKxb36nYKgeTmwSb,trip-hop,Baby Boy,Massive Attack,0.354,0.589,"[0.354, 0.589]",0.20552858681944955
0gDWgUpmcRyIb9yBxeaGQj,trip-hop,Memories,Waldeck,0.656,0.578,"[0.656, 0.578]",0.15241062955056642
6HSqyfGnsHYw9MmIpa9zlZ,trip-hop,Forever,Various Artists,0.542,0.926,"[0.542, 0.926]",0.43809245599530705
1bBPFkzRRObaCAATIplJdC,trip-hop,Wish You Stand By,Various Artists,0.687,0.561,"[0.687, 0.561]",0.17042593699317019
2R8EJdotMlhD7108m1yNIq,trip-hop,The Ledge Beyond The Edge,Morcheeba,0.24,0.7,"[0.24, 0.7]",0.3616531487489083
4eiSgKyOGdvJXhQYx0ier4,trip-hop,Saudade,Chinese Man,0.491,0.666,"[0.491, 0.666]",0.18288794383446935
7wIkNKU4Z1K0J5o4PJ8BG6,trip-hop,Listen,Urban Species,0.742,0.752,"[0.742, 0.752]",0.33671501303030726
0j5FJJOmmnXPd0XajFWkMF,trip-hop,Unfinished Sympathy - 2012 Mix/Master,Massive Attack,0.703,0.835,"[0.703, 0.835]",0.38640522770790764
2hiRiic15kFd157fT2bw6a,trip-hop,Rain of Love,Various Artists,0.839,0.503,"[0.839, 0.503]",0.3063674264669793
1gHkWUgeB1NaNmnkURdqv1,trip-hop,Protection - Radiation For The Nation Mix,Massive Attack,0.536,0.333,"[0.536, 0.333]",0.15502902953963169
1beB8x5zGWu7rQS7Y6jOLQ,trip-hop,Elegiac,Jon Hopkins,0.331,0.279,"[0.331, 0.279]",0.29066303514551
1aJq1evQi1LRc3KtCTZERK,trip-hop,This World,Zero 7,0.0499,0.455,"[0.0499, 0.455]",0.48422578411315526
5Sc8ByCXerYI4f8neZR96E,trip-hop,Somehow - Full Version,Cyesm,0.0357,0.214,"[0.0357, 0.214]",0.5677880678563085
5tUxALySUopW5JtBPbf9Im,trip-hop,Walk In Space,Fingathing,0.835,0.944,"[0.835, 0.944]",0.5469369250654045
6zHjcsZzOMUYLgeIUaQoZe,trip-hop,Who Am I,Peace Orchestra,0.466,0.325,"[0.466, 0.325]",0.1762328005792338
2CGybLKEITffBOz2ryA7pe,trip-hop,Psyche - Flash Treatment,Massive Attack,0.401,0.542,"[0.401, 0.542]",0.14261837188805657
4yjXEmjaEBvqPuafF5wS0r,trip-hop,God Bless,Lamb,0.422,0.649,"[0.422, 0.649]",0.19555561868685856
5OodG00DVvUT4psI2muqev,trip-hop,Blindfold,Morcheeba,0.215,0.738,"[0.215, 0.738]",0.40450463532572783
363BOhULdeiNn9cMrdEGQ8,trip-hop,Hatoa,Bonobo,0.335,0.443,"[0.335, 0.443]",0.2030492551082126
08f1jxkmHs9pdJZXxqfPVv,trip-hop,The Moment I Feared,Tricky,0.577,0.722,"[0.577, 0.722]",0.23810081898221178
6i9TdnGsFtiFZqoS0Hm82f,trip-hop,Another Language,Lamb,0.177,0.649,"[0.177, 0.649]",0.39071344998604796
6q1yhCi0CBGWmbPIamAL9M,trip-hop,Underwater Love - Radio Edit,Various Artists,0.547,0.535,"[0.547, 0.535]",0.04904079934095696
5RKgiEEwLyRVx7oG3R9wTY,trip-hop,Way Beyond,Morcheeba,0.277,0.669,"[0.277, 0.669]",0.3135235238383238
6G1lPm5H051kZL5rJHvXEv,trip-hop,Terrapin,Bonobo,0.0396,0.328,"[0.0396, 0.328]",0.5186940909630646
7rIevKaMfH1CpUl9xKLyEs,trip-hop,Small Time Shoot 'Em Up,Massive Attack,0.312,0.832,"[0.312, 0.832]",0.4088728408686495
2VaOAMf1OJCSDWGBPzPPlD,trip-hop,Bless My Soul,Nightmares On Wax,0.503,0.532,"[0.503, 0.532]",0.05325410782277744
2rdr8VQ1NPnoQLKfqEPFgl,trip-hop,The Hardest,Gasoline,0.313,0.697,"[0.313, 0.697]",0.3034485129309419
5bnX0zhTVV1H5gNVjVhgaL,trip-hop,Hidden Place,Björk,0.447,0.793,"[0.447, 0.793]",0.3168927263286427
332tQLjSfjDNVibhsG4xoC,trip-hop,UK Jamaican,Tricky,0.766,0.811,"[0.766, 0.811]",0.39826875348186686
0pEb2cHdPKyKBAanFUOLTp,trip-hop,Koop Island Blues,Koop,0.521,0.537,"[0.521, 0.537]",0.050447993022517804
0bZp72SXAGTRZ9FKw2OcVQ,trip-hop,Natural Selection,UNKLE,0.141,0.935,"[0.141, 0.935]",0.5945359534965065
3498wF96LsgVgMkGmJzJOC,trip-hop,When I'm Small,Phantogram,0.424,0.758,"[0.424, 0.758]",0.29117177060972105
1oyP2BFihVe7CMOCTTRN36,trip-hop,Poems - Edit,Tricky,0.426,0.347,"[0.426, 0.347]",0.17700282483621557
4CaRDlkZOPA667qweaXl0k,trip-hop,Closer,Lamb,0.888,0.651,"[0.888, 0.651]",0.3906328199217265
5ldBAeAubfRW49u7kAEjWx,trip-hop,Ooh La La,Various Artists,0.215,0.681,"[0.215, 0.681]",0.37198521475994184
3VCQ75ZB0P76Y89qU5j66a,trip-hop,Bullet Proof,Morcheeba,0.372,0.795,"[0.372, 0.795]",0.3466554485364395
1noYaQYfNwZYiJFXHENBji,trip-hop,Walking Zero,Sneaker Pimps,0.325,0.516,"[0.325, 0.516]",0.20987615395751852
6BWRvw630R8z2vNMok6quI,trip-hop,Justify My Love,Madonna,0.456,0.821,"[0.456, 0.821]",0.3417864830563081
7yieArGOFIdoGJv1V8hDr2,trip-hop,"Ce matin-là - From ""L'uomo in più""",Air,0.164,0.445,"[0.164, 0.445]",0.3714969717238621
1Nm7y7azhyVaqi49qwLNT6,trip-hop,Piano,Tricky,0.611,0.709,"[0.611, 0.709]",0.23436083290515927
5tKBUZoQ54E7HdNaY0FiuL,trip-hop,Daydreaming - Brixton Bass Mix,Massive Attack,0.282,0.583,"[0.282, 0.583]",0.2683766010664865
12Dgg9dCtfL5eeWpz6y7VH,trip-hop,Baby Sitar - Drummer of Your Dreams Mix,Morcheeba,0.177,0.721,"[0.177, 0.721]",0.42547032799009615
2FtKuCNf6dVnDa4J044ATt,trip-hop,Black Baby,Kruder & Dorfmeister,0.664,0.51,"[0.664, 0.51]",0.13283448347473634
58TvqwmYxXLfZ7GEZF4x2X,trip-hop,Terminal 86,Dday One,0.138,0.724,"[0.138, 0.724]",0.4601315029423654
5ZNth4o3YvTIMs9KWltgFh,trip-hop,Numb,Portishead,0.236,0.46,"[0.236, 0.46]",0.29831694554617577
28koK0b9NRDZ8Jo5mJy5Za,trip-hop,Fatalism,Massive Attack,0.122,0.376,"[0.122, 0.376]",0.425987089006228
6qS1YJK6aeMD1swDYr68Fk,trip-hop,Scale It Back,DJ Shadow,0.696,0.687,"[0.696, 0.687]",0.2572353008434107
3WOeKzLBAXbhJwShhqngNx,trip-hop,Melancholia (Bonus),40 Winks,0.378,0.384,"[0.378, 0.384]",0.18665744024817227
